order_id,user_id,first_click_source,order_timestamp
54771,43773,Adwords,2023-02-07 20:01:07+00:00
35902,28837,Adwords,2024-12-11 23:25:08+00:00
93816,74829,Adwords,2024-08-12 00:40:39+00:00
50281,40153,Adwords,2023-07-29 16:33:37+00:00
123917,98904,Adwords,2022-02-01 03:11:31+00:00
5011,4077,Adwords,2025-12-28 23:34:33.482487+00:00
48735,38954,Adwords,2023-05-03 13:08:15+00:00
99938,79795,Adwords,2025-11-02 20:17:56+00:00
34648,27783,Adwords,2022-12-30 09:22:35+00:00
12481,9986,Adwords,2024-07-30 22:26:32+00:00
64068,51260,Adwords,2024-09-24 16:46:25+00:00
60661,48495,Adwords,2025-01-30 02:01:21+00:00
68742,54971,Adwords,2025-06-12 16:59:16+00:00
1238,993,Adwords,2022-12-21 21:24:55+00:00
97965,78202,Adwords,2025-06-12 06:18:32+00:00
123875,98879,Adwords,2025-03-22 02:46:32+00:00
7178,5823,Adwords,2025-12-26 10:50:04.782448+00:00
46823,37419,Adwords,2023-10-25 08:14:15+00:00
54424,43511,Adwords,2025-03-14 03:13:34+00:00
105519,84264,Adwords,2023-04-11 02:49:14+00:00
120293,96062,Adwords,2025-12-18 17:00:33+00:00
15253,12218,Adwords,2025-04-27 20:21:46+00:00
61778,49355,Adwords,2025-01-16 04:01:53+00:00
73663,58935,Adwords,2022-11-23 05:02:22+00:00
40482,32343,Adwords,2024-03-16 14:12:35+00:00
116892,93346,Adwords,2024-08-05 17:07:51+00:00
59094,47250,Adwords,2025-03-26 00:10:57+00:00
115005,91845,Adwords,2024-11-15 02:52:31+00:00
56278,44992,Adwords,2024-07-10 04:24:29+00:00
73706,58966,Adwords,2025-03-30 23:45:28+00:00
76725,61378,Adwords,2025-08-03 01:59:44+00:00
35589,28552,Adwords,2025-10-06 18:45:30+00:00
61520,49166,Adwords,2025-09-14 06:09:40+00:00
58480,46756,Adwords,2022-10-04 21:07:39+00:00
86407,68894,Adwords,2023-03-20 10:14:08+00:00
15803,12676,Adwords,2020-02-21 10:35:41+00:00
77606,62053,Adwords,2021-01-15 06:48:25+00:00
107107,85529,Adwords,2022-07-07 08:46:33+00:00
69763,55797,Adwords,2025-01-25 19:09:44+00:00
27335,21898,Adwords,2022-11-24 16:05:39+00:00
106891,85369,Adwords,2025-09-24 02:03:56+00:00
19146,15385,Adwords,2025-12-13 21:14:20+00:00
22438,18023,Adwords,2023-09-21 03:44:38+00:00
16933,13601,Adwords,2024-08-01 05:23:00+00:00
99844,79713,Adwords,2025-11-25 06:02:29+00:00
17934,14409,Adwords,2025-03-25 20:47:53+00:00
90490,72170,Adwords,2025-05-08 07:58:01+00:00
99749,79648,Adwords,2025-12-24 10:52:45+00:00
12119,9685,Adwords,2025-01-02 00:30:55+00:00
92855,74056,Adwords,2022-11-10 17:31:50+00:00
87660,69951,Adwords,2023-02-28 12:44:35+00:00
1683,1341,Adwords,2024-02-19 01:47:05+00:00
55860,44658,Adwords,2025-03-12 04:20:13+00:00
112740,90034,Adwords,2024-10-03 23:56:06+00:00
13385,10690,Adwords,2025-04-04 00:18:18+00:00
81826,65305,Adwords,2025-11-26 11:03:26+00:00
67908,54323,Adwords,2025-10-20 07:59:25+00:00
28251,22608,Adwords,2022-08-27 07:51:13+00:00
53871,43058,Adwords,2025-04-30 17:52:18+00:00
63141,50499,Adwords,2025-04-25 09:56:50+00:00
46806,37407,Adwords,2023-07-16 13:16:08+00:00
54748,43754,Adwords,2024-04-30 22:31:33+00:00
75940,60770,Adwords,2022-08-15 23:30:04+00:00
39508,31613,Adwords,2023-02-13 17:00:36+00:00
2302,1839,Adwords,2025-11-26 11:01:27+00:00
9150,7330,Adwords,2019-09-22 02:34:47+00:00
26489,21230,Adwords,2023-05-27 09:15:51+00:00
61097,48839,Adwords,2024-12-01 19:52:45+00:00
18771,15064,Adwords,2025-12-17 12:17:20+00:00
37016,29683,Adwords,2024-07-29 00:11:33+00:00
115004,91845,Adwords,2024-10-19 18:39:00+00:00
70382,56273,Adwords,2022-02-21 00:23:09+00:00
1023,821,Adwords,2023-04-12 17:47:50+00:00
88328,70499,Adwords,2025-08-20 13:44:37+00:00
93909,74901,Adwords,2023-11-12 09:51:31+00:00
63808,51044,Adwords,2025-02-05 18:46:57+00:00
14177,11330,Adwords,2023-06-09 22:35:07+00:00
87347,69671,Adwords,2025-06-27 09:37:32+00:00
47313,37825,Adwords,2025-11-19 21:21:38+00:00
83121,66336,Adwords,2023-12-19 17:28:03+00:00
18049,14504,Adwords,2024-01-13 01:27:40+00:00
29308,23463,Adwords,2025-11-18 00:20:37+00:00
46089,36828,Adwords,2025-08-01 18:37:44+00:00
32141,25728,Adwords,2025-09-06 10:01:59+00:00
78149,62457,Adwords,2020-07-20 11:24:23+00:00
119928,95761,Adwords,2024-07-21 08:07:54+00:00
121121,96713,Adwords,2024-10-07 19:08:47+00:00
21225,17070,Adwords,2022-02-13 18:47:08+00:00
107268,85672,Adwords,2023-04-16 07:31:55+00:00
5593,4564,Adwords,2025-12-19 17:34:11+00:00
18299,14710,Adwords,2024-12-24 08:03:20+00:00
19937,16028,Adwords,2025-10-08 19:50:26+00:00
76838,61463,Adwords,2024-01-22 11:37:52+00:00
29570,23664,Adwords,2024-10-27 00:01:04+00:00
115375,92120,Adwords,2021-07-04 05:46:24+00:00
68892,55106,Adwords,2021-08-30 01:44:39+00:00
98658,78783,Adwords,2025-07-16 19:48:02+00:00
52292,41802,Adwords,2024-04-24 11:47:01+00:00
78933,63062,Adwords,2021-11-22 22:27:23+00:00
39089,31302,Adwords,2023-12-14 03:51:46+00:00
83749,66816,Adwords,2024-01-19 17:48:09+00:00
97462,77797,Adwords,2019-03-20 06:42:14+00:00
81640,65150,Adwords,2025-12-08 18:50:54+00:00
19045,15303,Adwords,2023-06-22 10:18:18+00:00
111425,88977,Adwords,2024-06-01 08:14:36+00:00
105135,83942,Adwords,2025-07-21 16:21:09+00:00
61640,49257,Adwords,2025-07-19 17:18:52+00:00
122001,97429,Adwords,2025-07-31 19:47:54+00:00
52655,42100,Adwords,2023-05-18 14:02:19+00:00
54707,43725,Adwords,2023-08-26 21:38:25+00:00
65026,52017,Adwords,2022-01-23 21:13:52+00:00
123375,98490,Adwords,2025-10-22 18:17:20+00:00
63243,50579,Adwords,2023-10-05 03:49:43+00:00
88632,70734,Adwords,2024-09-08 14:29:32+00:00
31789,25454,Adwords,2025-01-24 23:45:26+00:00
64459,51574,Adwords,2025-11-21 14:36:40+00:00
1020,820,Adwords,2025-12-03 19:57:18+00:00
85508,68188,Adwords,2025-11-29 07:25:52+00:00
105127,83937,Adwords,2023-01-23 05:17:58+00:00
77931,62309,Adwords,2022-12-19 09:27:38+00:00
114848,91714,Adwords,2025-10-21 19:37:59+00:00
13312,10648,Adwords,2022-03-16 13:39:17+00:00
30762,24632,Adwords,2024-03-19 15:04:42+00:00
103085,82326,Adwords,2021-12-27 20:16:01+00:00
104905,83772,Adwords,2025-09-07 13:28:31+00:00
38581,30926,Adwords,2025-09-10 02:33:47+00:00
121583,97087,Adwords,2025-11-09 11:01:01+00:00
23235,18631,Adwords,2025-08-05 18:41:46+00:00
47976,38352,Adwords,2025-12-08 16:26:20+00:00
57972,46337,Adwords,2024-04-20 05:32:02+00:00
94618,75482,Adwords,2024-09-02 09:49:51+00:00
104231,83234,Adwords,2023-10-29 18:17:41+00:00
90856,72452,Adwords,2025-12-29 17:47:19.173419+00:00
109005,87063,Adwords,2025-04-30 10:53:03+00:00
40023,32005,Adwords,2023-05-30 18:27:53+00:00
3495,2813,Adwords,2025-03-26 22:38:44+00:00
50766,40538,Adwords,2022-05-15 11:30:52+00:00
9029,7242,Adwords,2023-11-05 04:22:46+00:00
70942,56746,Adwords,2025-08-29 17:56:55+00:00
54603,43646,Adwords,2025-11-12 06:55:05+00:00
111232,88818,Adwords,2024-09-22 08:49:48+00:00
114267,91245,Adwords,2025-03-01 11:02:10+00:00
94747,75580,Adwords,2020-11-26 16:49:42+00:00
96081,76689,Adwords,2025-11-27 21:03:21+00:00
48500,38771,Adwords,2025-12-29 15:44:54.725004+00:00
15143,12121,Adwords,2024-10-15 13:25:47+00:00
38115,30567,Adwords,2025-06-17 16:01:27+00:00
72531,58021,Adwords,2024-06-04 11:53:31+00:00
45227,36128,Adwords,2025-09-05 04:46:04+00:00
27595,22107,Adwords,2025-10-01 03:41:26+00:00
101052,80677,Adwords,2022-10-04 01:12:02+00:00
11840,9471,Adwords,2023-08-17 20:56:59+00:00
56268,44985,Adwords,2023-06-06 11:16:23+00:00
120559,96253,Adwords,2025-07-14 01:45:07+00:00
31454,25181,Adwords,2025-12-26 16:57:49.157422+00:00
91229,72767,Adwords,2021-11-07 19:48:22+00:00
45330,36214,Adwords,2025-08-01 07:23:06+00:00
1059,852,Adwords,2025-07-19 00:24:22+00:00
85124,67917,Adwords,2024-12-25 18:02:37+00:00
36980,29651,Adwords,2024-02-17 14:23:34+00:00
94045,75006,Adwords,2025-12-27 20:07:45.655001+00:00
17589,14127,Adwords,2022-07-22 13:56:37+00:00
78186,62485,Adwords,2024-03-14 19:48:12+00:00
86130,68678,Adwords,2024-09-12 12:55:08+00:00
7097,5759,Adwords,2025-08-14 18:01:50+00:00
111743,89220,Adwords,2025-12-27 20:46:04+00:00
58509,46778,Adwords,2025-11-06 13:11:29+00:00
58851,47047,Adwords,2025-02-22 03:15:04+00:00
63690,50944,Adwords,2024-12-08 03:34:52+00:00
19166,15402,Adwords,2025-10-14 00:59:24+00:00
56262,44977,Adwords,2022-10-31 02:35:07+00:00
13266,10608,Adwords,2025-12-16 10:36:06+00:00
109812,87700,Adwords,2022-09-12 07:27:15+00:00
6443,5248,Adwords,2021-07-20 09:14:32+00:00
24616,19740,Adwords,2021-07-21 21:47:54+00:00
86635,69078,Adwords,2024-03-22 00:14:34+00:00
113032,90278,Adwords,2024-03-07 09:12:21+00:00
96497,77031,Adwords,2025-12-22 08:59:42+00:00
6499,5286,Adwords,2022-09-03 15:35:55+00:00
34888,27974,Adwords,2024-05-11 20:04:41+00:00
93686,74728,Adwords,2019-09-09 12:45:54+00:00
25558,20503,Adwords,2024-01-20 22:39:44+00:00
103878,82959,Adwords,2025-01-06 11:55:25+00:00
120653,96329,Adwords,2025-07-13 05:49:49+00:00
27750,22220,Adwords,2025-10-15 08:49:03+00:00
98802,78895,Adwords,2025-10-13 05:33:36+00:00
32604,26106,Adwords,2020-11-14 15:52:52+00:00
44184,35289,Adwords,2025-06-06 07:47:51+00:00
71731,57379,Adwords,2025-10-06 05:06:51+00:00
51721,41299,Adwords,2023-12-01 14:08:55+00:00
37476,30064,Adwords,2025-08-22 14:26:08+00:00
59145,47281,Adwords,2025-01-07 13:33:09+00:00
115854,92510,Adwords,2025-06-13 03:47:42+00:00
85811,68422,Adwords,2025-09-29 18:53:36+00:00
1091,874,Adwords,2025-08-24 09:50:11+00:00
36868,29558,Adwords,2025-10-20 09:29:13+00:00
39578,31667,Adwords,2024-12-09 08:50:25+00:00
82185,65588,Adwords,2021-04-14 10:34:58+00:00
64621,51699,Adwords,2022-02-06 00:30:51+00:00
64767,51813,Adwords,2025-08-11 01:45:26+00:00
9263,7417,Adwords,2025-10-27 00:13:52+00:00
2277,1815,Adwords,2024-09-02 06:38:32+00:00
68820,55041,Adwords,2024-11-02 05:35:15+00:00
28810,23056,Adwords,2024-09-24 11:59:31+00:00
47356,37850,Adwords,2022-11-06 19:23:09+00:00
67721,54161,Adwords,2025-09-02 17:26:18+00:00
19826,15940,Adwords,2025-11-08 11:31:41+00:00
41184,32895,Adwords,2023-06-26 13:09:50+00:00
26884,21543,Adwords,2024-04-26 15:39:00+00:00
46532,37186,Adwords,2024-09-09 10:21:02+00:00
2077,1651,Adwords,2025-12-26 04:58:18+00:00
16896,13575,Adwords,2025-05-01 20:56:16+00:00
29674,23750,Adwords,2022-04-29 18:18:26+00:00
8628,6921,Adwords,2020-04-24 04:40:59+00:00
46717,37334,Adwords,2025-01-07 00:55:51+00:00
101758,81279,Adwords,2025-12-17 20:03:07+00:00
25439,20402,Adwords,2020-09-15 08:19:26+00:00
58990,47165,Adwords,2025-03-03 00:46:00+00:00
72305,57835,Adwords,2025-08-06 21:12:13+00:00
30429,24357,Adwords,2025-03-09 19:16:29+00:00
77232,61770,Adwords,2024-09-20 09:19:12+00:00
104000,83054,Adwords,2023-12-05 06:01:45+00:00
113011,90258,Adwords,2025-04-06 08:37:48+00:00
64833,51862,Adwords,2022-01-11 10:31:34+00:00
42188,33709,Adwords,2022-08-03 04:53:35+00:00
26549,21277,Adwords,2025-04-11 23:09:09+00:00
70679,56536,Adwords,2025-11-20 02:10:37+00:00
121419,96951,Adwords,2025-05-05 20:00:43+00:00
83042,66277,Adwords,2023-05-27 23:01:54+00:00
3170,2544,Adwords,2024-01-08 09:09:16+00:00
109434,87400,Adwords,2021-08-16 00:13:18+00:00
119358,95296,Adwords,2022-12-06 11:54:10+00:00
83610,66713,Adwords,2025-05-18 15:09:50+00:00
110657,88337,Adwords,2019-06-06 08:02:41+00:00
37311,29921,Adwords,2024-03-01 11:52:19+00:00
54863,43850,Adwords,2022-02-09 12:16:56+00:00
91540,73018,Adwords,2025-12-27 19:08:15.323613+00:00
88103,70301,Adwords,2021-04-08 07:55:28+00:00
110122,87920,Adwords,2025-12-27 06:29:19+00:00
117574,93863,Adwords,2025-12-03 03:40:48+00:00
119953,95783,Adwords,2021-05-05 01:52:37+00:00
102053,81520,Adwords,2023-06-22 13:52:55+00:00
69647,55719,Adwords,2022-02-01 06:46:16+00:00
56901,45495,Adwords,2025-08-13 07:05:17+00:00
3734,3011,Adwords,2024-10-11 14:42:12+00:00
115912,92549,Adwords,2024-04-25 16:37:35+00:00
5197,4225,Adwords,2025-06-23 22:58:21+00:00
110036,87856,Adwords,2025-10-20 04:09:50+00:00
1751,1390,Adwords,2024-04-25 07:41:58+00:00
63446,50747,Adwords,2025-07-05 22:43:07+00:00
50803,40574,Adwords,2024-01-24 05:39:52+00:00
84330,67301,Adwords,2024-06-05 15:10:31+00:00
6256,5104,Adwords,2024-12-12 18:18:31+00:00
51316,40991,Adwords,2025-07-28 18:24:53+00:00
8774,7033,Adwords,2023-11-26 12:38:26+00:00
52421,41902,Adwords,2025-12-29 18:26:28.678487+00:00
113795,90849,Adwords,2025-06-03 09:18:39+00:00
70690,56542,Adwords,2025-03-31 02:56:40+00:00
119907,95740,Adwords,2021-09-16 15:27:19+00:00
39582,31672,Adwords,2025-01-16 06:13:15+00:00
34813,27915,Adwords,2025-06-10 17:36:15+00:00
120730,96394,Adwords,2023-04-03 09:27:07+00:00
62149,49671,Adwords,2025-12-27 22:57:20.522376+00:00
112597,89919,Adwords,2025-12-26 04:20:36+00:00
9119,7306,Adwords,2023-08-04 08:03:27+00:00
7486,6067,Adwords,2024-06-09 06:04:56+00:00
14296,11444,Adwords,2021-08-11 13:35:04+00:00
4998,4071,Adwords,2024-03-06 04:00:54+00:00
37930,30425,Adwords,2025-04-27 02:35:45+00:00
52900,42299,Adwords,2025-12-29 05:07:16.785685+00:00
11310,9069,Adwords,2024-09-16 22:46:50+00:00
70919,56728,Adwords,2023-12-26 21:57:08+00:00
102240,81665,Adwords,2024-12-02 18:40:17+00:00
15905,12761,Adwords,2025-07-27 04:16:57+00:00
44108,35240,Adwords,2024-01-08 03:51:48+00:00
12176,9734,Adwords,2024-10-23 07:46:12+00:00
34554,27704,Adwords,2025-12-10 20:48:54+00:00
45052,35984,Adwords,2025-01-01 13:52:20+00:00
73490,58794,Adwords,2025-11-17 08:36:07+00:00
90984,72554,Adwords,2025-08-11 00:10:19+00:00
122054,97464,Adwords,2025-09-22 03:42:39+00:00
9266,7419,Adwords,2025-09-07 20:57:35+00:00
105616,84344,Adwords,2024-11-14 20:52:17+00:00
14433,11564,Adwords,2024-07-10 16:55:53+00:00
46029,36771,Adwords,2023-06-20 15:40:52+00:00
105244,84034,Adwords,2025-05-16 23:25:15+00:00
99736,79631,Adwords,2024-06-23 18:12:58+00:00
39583,31672,Adwords,2025-10-08 01:08:54+00:00
47291,37807,Adwords,2023-12-12 12:00:19+00:00
24891,19960,Adwords,2022-07-15 02:25:20+00:00
57714,46118,Adwords,2025-12-27 01:41:05+00:00
26716,21386,Adwords,2022-04-30 17:56:29+00:00
79891,63812,Adwords,2024-06-12 13:55:44+00:00
85957,68541,Adwords,2021-12-30 20:28:47+00:00
12082,9657,Adwords,2025-11-25 07:57:21+00:00
71118,56892,Adwords,2022-01-06 16:42:18+00:00
20364,16410,Adwords,2023-01-06 01:06:42+00:00
32751,26216,Adwords,2021-02-20 18:33:58+00:00
110762,88421,Adwords,2025-06-09 17:05:03+00:00
2768,2217,Adwords,2024-04-12 19:04:47+00:00
99569,79498,Adwords,2024-11-19 02:04:51+00:00
83113,66331,Adwords,2025-12-06 00:55:26+00:00
29735,23799,Adwords,2024-06-06 18:55:14+00:00
35785,28730,Adwords,2024-09-29 18:26:25+00:00
105266,84055,Adwords,2023-07-27 02:27:38+00:00
116223,92810,Adwords,2023-03-20 23:09:30+00:00
52026,41568,Adwords,2025-05-05 12:52:44+00:00
60908,48694,Adwords,2024-03-03 23:30:19+00:00
107206,85611,Adwords,2025-11-15 13:43:24+00:00
6603,5367,Adwords,2025-08-24 04:33:13+00:00
42178,33703,Adwords,2025-01-10 00:59:29+00:00
4418,3590,Adwords,2024-03-11 00:05:21+00:00
5072,4130,Adwords,2025-12-26 02:59:24+00:00
61913,49484,Adwords,2025-11-02 19:18:57+00:00
88329,70499,Adwords,2025-12-13 16:29:52+00:00
118324,94453,Adwords,2020-04-22 00:05:56+00:00
24419,19572,Adwords,2022-07-14 21:51:38+00:00
81728,65218,Adwords,2024-05-27 09:30:49+00:00
21531,17306,Adwords,2021-11-10 11:25:37+00:00
47373,37860,Adwords,2024-02-11 08:36:22+00:00
112686,89993,Adwords,2023-07-05 11:12:52+00:00
18076,14526,Adwords,2025-11-17 01:24:53+00:00
67719,54159,Adwords,2020-05-06 18:48:20+00:00
527,427,Adwords,2024-07-30 06:41:58+00:00
11889,9512,Adwords,2023-03-14 21:23:11+00:00
96120,76719,Adwords,2025-01-27 14:29:54+00:00
29553,23651,Adwords,2025-08-10 19:05:48+00:00
65730,52542,Adwords,2024-11-17 04:16:05+00:00
28746,23005,Adwords,2023-12-15 16:06:34+00:00
23175,18583,Adwords,2021-12-30 02:00:38+00:00
34647,27781,Adwords,2020-08-24 17:05:24+00:00
50683,40471,Adwords,2025-12-29 10:05:48.369007+00:00
63278,50609,Adwords,2024-06-17 08:29:06+00:00
117704,93964,Adwords,2025-10-19 05:32:06+00:00
69501,55605,Adwords,2022-12-16 23:45:05+00:00
22019,17675,Adwords,2024-12-23 22:54:12+00:00
23390,18750,Adwords,2020-10-27 12:29:30+00:00
98800,78894,Adwords,2024-11-18 09:49:44+00:00
116884,93341,Adwords,2023-02-17 23:12:09+00:00
33308,26673,Adwords,2025-08-17 03:56:37+00:00
33552,26876,Adwords,2025-01-21 14:53:01+00:00
49811,39774,Adwords,2020-01-26 22:09:00+00:00
95484,76188,Adwords,2023-02-26 16:57:39+00:00
38626,30958,Adwords,2024-06-30 22:14:28+00:00
73214,58573,Adwords,2025-12-16 02:44:28+00:00
114501,91432,Adwords,2024-05-30 17:32:39+00:00
18263,14676,Adwords,2025-11-30 17:15:47+00:00
12647,10128,Adwords,2025-07-13 06:03:28+00:00
116806,93280,Adwords,2025-10-28 13:05:38+00:00
60615,48460,Adwords,2021-02-12 05:51:11+00:00
113480,90599,Adwords,2021-06-25 21:19:24+00:00
30409,24340,Adwords,2023-05-12 08:08:50+00:00
48366,38669,Adwords,2025-01-17 20:28:05+00:00
77191,61739,Adwords,2025-10-08 18:49:09+00:00
3186,2558,Adwords,2024-03-07 20:30:24+00:00
116729,93213,Adwords,2025-05-29 10:57:58+00:00
15368,12316,Adwords,2024-05-19 16:31:32+00:00
102400,81773,Adwords,2025-11-05 12:40:23+00:00
95735,76399,Adwords,2024-11-30 16:41:33+00:00
36722,29452,Adwords,2025-11-02 13:16:33+00:00
122957,98161,Adwords,2025-05-12 04:14:01+00:00
106032,84666,Adwords,2025-12-28 20:39:10.253095+00:00
67564,54043,Adwords,2024-07-21 11:57:04+00:00
62028,49578,Adwords,2025-05-13 21:56:19+00:00
117432,93751,Adwords,2025-08-13 23:28:13+00:00
24294,19481,Adwords,2025-08-30 12:46:08+00:00
79270,63330,Adwords,2024-10-13 22:04:15+00:00
15853,12720,Adwords,2025-07-27 00:43:13+00:00
26141,20955,Adwords,2024-12-06 09:27:47+00:00
755,625,Adwords,2025-04-27 07:30:31+00:00
70691,56542,Adwords,2023-06-17 21:20:05+00:00
89767,71611,Adwords,2022-06-09 16:29:52+00:00
18950,15229,Adwords,2025-09-28 12:00:43+00:00
28244,22604,Adwords,2025-10-24 23:57:57+00:00
44158,35273,Adwords,2025-12-28 23:32:00.856758+00:00
65335,52257,Adwords,2025-02-20 17:09:05+00:00
7496,6077,Adwords,2023-09-13 10:53:50+00:00
52236,41751,Adwords,2022-08-20 20:22:19+00:00
59725,47736,Adwords,2025-06-30 18:18:21+00:00
16893,13574,Adwords,2025-07-29 12:43:26+00:00
105271,84063,Adwords,2024-06-12 14:07:12+00:00
24843,19916,Adwords,2025-09-09 12:58:57+00:00
76975,61566,Adwords,2023-12-02 18:08:12+00:00
109456,87421,Adwords,2024-09-12 13:25:00+00:00
49120,39244,Adwords,2025-09-24 23:43:28+00:00
23310,18688,Adwords,2024-12-31 13:19:57+00:00
68554,54800,Adwords,2025-10-23 11:34:40+00:00
76266,61005,Adwords,2025-12-28 10:48:17.555266+00:00
35170,28209,Adwords,2023-02-04 18:28:10+00:00
42329,33827,Adwords,2024-11-02 08:53:10+00:00
71466,57176,Adwords,2023-01-14 10:23:10+00:00
96806,77286,Adwords,2024-09-19 12:55:37+00:00
100526,80239,Adwords,2024-03-04 06:16:18+00:00
9005,7229,Adwords,2020-05-18 04:49:32+00:00
118275,94414,Adwords,2022-03-16 08:59:46+00:00
101072,80696,Adwords,2025-04-21 21:41:37+00:00
62133,49660,Adwords,2021-10-06 22:38:49+00:00
100841,80508,Adwords,2022-10-16 13:32:14+00:00
19733,15864,Adwords,2024-09-08 22:48:54+00:00
77657,62100,Adwords,2023-09-29 10:04:15+00:00
59265,47369,Adwords,2023-06-17 21:17:10+00:00
117102,93496,Adwords,2022-02-08 21:18:18+00:00
20081,16152,Adwords,2025-07-22 11:03:14+00:00
21399,17213,Adwords,2024-03-19 23:41:20+00:00
75819,60676,Adwords,2024-03-04 09:53:37+00:00
91094,72655,Adwords,2024-12-19 10:19:27+00:00
73207,58569,Adwords,2024-11-12 09:12:11+00:00
64649,51721,Adwords,2025-02-25 19:15:14+00:00
77145,61706,Adwords,2023-03-09 02:55:35+00:00
24055,19295,Adwords,2025-10-07 16:25:48+00:00
120435,96160,Adwords,2022-08-21 14:02:04+00:00
381,310,Adwords,2024-07-08 15:01:37+00:00
34912,27993,Adwords,2025-06-19 14:23:38+00:00
41139,32863,Adwords,2025-02-08 00:31:46+00:00
90923,72510,Adwords,2023-05-07 11:41:12+00:00
57927,46299,Adwords,2020-05-03 21:47:15+00:00
52839,42244,Adwords,2024-03-06 16:08:35+00:00
100096,79916,Adwords,2025-12-18 06:14:55+00:00
19358,15557,Adwords,2025-07-27 16:51:34+00:00
43506,34753,Adwords,2025-03-22 20:20:44+00:00
68254,54586,Adwords,2025-07-28 10:38:23+00:00
85416,68118,Adwords,2024-10-25 19:38:48+00:00
42853,34229,Adwords,2024-11-13 20:33:47+00:00
121981,97410,Adwords,2025-08-28 11:34:40+00:00
70536,56418,Adwords,2025-05-19 07:16:51+00:00
116807,93280,Adwords,2024-02-15 07:44:51+00:00
52289,41800,Adwords,2025-10-29 13:44:49+00:00
16944,13610,Adwords,2024-07-16 22:57:11+00:00
38755,31045,Adwords,2025-08-04 14:36:24+00:00
9281,7429,Adwords,2025-08-07 15:53:09+00:00
81272,64871,Adwords,2021-04-28 12:43:57+00:00
83252,66428,Adwords,2024-06-05 20:32:13+00:00
93921,74911,Adwords,2021-08-22 08:02:17+00:00
12908,10342,Adwords,2025-06-24 07:10:07+00:00
94276,75191,Adwords,2024-12-13 14:22:42+00:00
19801,15925,Adwords,2025-08-10 05:06:40+00:00
58325,46639,Adwords,2023-08-18 12:01:55+00:00
23607,18923,Adwords,2025-05-16 23:38:04+00:00
71688,57344,Adwords,2024-02-13 14:55:32+00:00
116991,93422,Adwords,2021-02-28 20:22:35+00:00
59123,47270,Adwords,2023-04-16 13:12:03+00:00
104390,83370,Adwords,2025-12-25 19:37:04+00:00
119365,95303,Adwords,2023-03-28 00:23:07+00:00
37300,29914,Adwords,2024-05-21 13:15:05+00:00
52531,41992,Adwords,2020-07-04 09:39:00+00:00
64042,51241,Adwords,2023-03-03 13:59:37+00:00
60912,48696,Adwords,2025-04-21 06:26:11+00:00
47842,38229,Adwords,2025-01-26 06:05:44+00:00
27407,21954,Adwords,2020-02-23 20:33:58+00:00
114408,91362,Adwords,2024-05-26 16:50:21+00:00
15498,12419,Adwords,2025-11-17 02:52:28+00:00
40397,32281,Adwords,2024-08-09 16:11:21+00:00
119305,95257,Adwords,2025-02-14 19:47:33+00:00
77836,62235,Adwords,2025-03-31 01:02:39+00:00
88825,70882,Adwords,2025-10-12 21:34:22+00:00
101680,81205,Adwords,2025-10-04 06:38:16+00:00
113849,90883,Adwords,2025-02-10 01:31:52+00:00
119216,95188,Adwords,2022-07-04 05:11:40+00:00
8768,7031,Adwords,2025-10-26 03:54:51+00:00
